id;language;source;text
109;ca;s ha parlat molt de la model i poc de la trinitat per fi comenca a ser una realitat la renovacio de trinitat vella nord i entorns de la preso amb habitatges i equipaments sabem que els veins i veines portaveu temps lluitant orgull de barri ;s talked a lot about the model and little of the trinity finally begins to be a reality the renewal of northern old trinity and environments of the prisoner with houses and equipment we know that the neighbors spent time struggling neighborhood pride
110;ca;l unic front que esperem que obri quimtorraipla es el cami cap a la republica sompaisoscatalans desdemallorcaavancam ;The only front that hopefully opens up the road to the Sompaisoscatalans desdemallorcaavancam
111;es;la creu de sant jordi ha dejado de ser un reconocimiento a entidades y personas destacadas de la sociedad catalana para convertirse en los oscars de los indepes pero pagando todos los contribuyentes ;la creu de sant jordi has ceased to be an acknowledgment to entities and outstanding people of Catalan society to become the oscars of the indepes but paying all the contributors
112;ca;barcelona i catalunya inaugurem avui la a incubadora europea de recerca i industria d impressio en d el futur es aqui i anem al capdavant ;barcelona and catalunya we inaugurate today the European incubator of research and industry of printing in the future is here and go to the front
113;es;la brecha de suenos nuestra sociedad sera mejor si eliminamos la brecha que se abre entre las mujeres y su potencial comparte feminismoliberal ;the dream gap our society will be better if we eliminate the gap that opens up between women and their potential shares feminism-liberal
114;es;para aquellos dirigentes del pp y c s que no encontraban adjetivos para calificar ideologicamente a vox igual esto os da una pista no se ;for those leaders of pp ycs who did not find adjectives to qualify ideologically to vox, this gives you a clue not
115;ca;quan un dirigent politic oblida la seva vocacio de servei public cal fer lo fora de la funcio publica dema fara anys que va esclatar el cas mercuri la fi de l estil bustos a sabadell ho recorda avui corrupciosbd ;When a political leader forgets his vocation of public service, he ought to do what was outside the public function for just a few years after the mercury broke out, the end of the style busts in Sabadell reminds him today of corruption.
116;ca;diablesstcugat moltes gracies de part de tots tres per fer present al raulromeva als versots molt emocionada no podem callar davant tanta injusticia llibertatpresospolitics freeromeva ;devil, I am thankful, thank you very much for all of you to present the raulromeva to the very emotional versions. We can not silence before such injustice Freedom Freedom
117;ca; anys sense antoni farres un gegant de la politica val molt la pena llegir aquest especial del diaridesabadell ;years without age you will be a giant of politics, it is worth reading this special of diaridesabadell
118;en; as our national politics and government have become polarized dysfunctional and ineffective local government has become more effectively non partisan pragmatic and effective richardflorida ; as our national politics and government have become polarized dysfunctional and ineffective local government has become more effectively non partisan pragmatic and effective richardflorida 
119;ca;aixi es com s han de gastar els diners i no reduint les taxes universitaries als alumnes de rendes altes els de rendes baixes ja les tenen reduides ;this is how the money must be spent and not reducing the university fees to high-income students, those who are low-income already have them reduced
120;es; vamos a ir a cualquier rincon de espana para defender los derechos de todos los ciudadanos inesarrimadas en un lugar como vilafranca del penedes donde gobierna el psoe las calles estan inundadas de lazos amarillos enmarchaporlalibertad ;we are going to go to any corner of Spain to defend the rights of all the unscrupulous citizens in a place like vilafranca del penedes where the psoe governs the streets are flooded with yellow ties enmarchaporlalibertad
121;ca;l ocde considera que punts en les competencies que mesura equivalen a un any d escolaritzacio les diferencies entre c l i andalusia estan entre matematiques i ciencies les xifres d andalusia son preocupants pero tejerina exagera ;The ocde considers that points in the competencies that measure are equivalent to one year of schooling the differences between cli andalusia are between mathematicians and sciences the figures of Andalusia are worrying but tejerina exaggerates
122;en;junqueras des d estremera dear efa amp cmc friends thank you very much for having nominated myself as a european free aliance honorary member it s a great honour i ll always hold in my heart ;junqueras des d estremera dear efa amp cmc friends thank you very much for having nominated myself as a european free aliance honorary member it s a great honour i ll always hold in my heart 
123;es;como sembrar el camino para que creer en la justicia a veces sea mas un acto de fe que un ejercicio democratico ;how to sow the way so that believing in justice is sometimes more an act of faith than a democratic exercise
124;es;esteban gonzalez pons tritura a pedro sanchez en el parlamento europeo libertad digital ;esteban gonzalez pons crushes pedro sanchez in the european parliament digital freedom
125;ca; un pes que ens hem tret del damunt els comptes de la familia reial segons la campana de gracia d abril de bon dia ;a weight that we have removed from the accounts of the royal family according to the bell of grace of April of good day
